-755.200000,-755.200000,-755.200000,-755.200000,361.300000,361.300000
220.700000,-474.000000,-474.000000,-474.000000,158.300000,-619.500000
-657.400000,811.200000,232.000000,-661.400000,-661.400000,-689.600000
799.400000,799.400000,879.400000,-561.600000,-561.600000,-561.600000
870.400000,870.400000,792.900000,228.200000,458.200000,-619.900000
-383.500000,-239.500000,-239.500000,-239.500000,720.200000,-321.900000
-941.200000,-941.200000,-941.200000,133.900000,-437.300000,-437.300000
-319.100000,-319.100000,-319.100000,-128.600000,-128.600000,-128.600000
-335.800000,-335.800000,-17.000000,-17.000000,363.000000,363.000000
46.000000,-140.100000,-140.100000,-420.000000,373.200000,511.200000
-164.100000,-164.100000,349.100000,349.100000,349.100000,-428.400000
483.300000,442.900000,-9.200000,-475.200000,-475.200000,-475.200000
809.100000,809.100000,709.900000,-423.500000,-520.400000,-520.400000
149.700000,-355.200000,-355.200000,480.600000,-187.500000,-187.500000
-633.400000,-140.500000,-140.500000,-140.500000,-140.500000,-347.600000
973.600000,177.200000,177.200000,177.200000,177.200000,-968.900000
-303.800000,-303.800000,265.800000,265.800000,265.800000,-881.700000
-476.200000,-714.300000,-0.000000,-0.000000,-0.000000,-0.000000
568.800000,568.800000,522.600000,-314.400000,-350.100000,-350.100000
352.200000,352.200000,-661.600000,-217.300000,-217.300000,-217.300000
390.200000,-347.800000,-347.800000,-229.500000,-229.500000,-229.500000
56.200000,56.200000,56.200000,-368.800000,-368.800000,-368.800000
-675.400000,-675.400000,-675.400000,-675.400000,420.600000,420.600000
449.700000,360.300000,111.000000,111.000000,111.000000,-241.800000
-625.800000,410.400000,410.400000,410.400000,436.300000,236.900000
233.600000,391.100000,391.100000,391.100000,391.100000,-123.000000
-640.500000,-640.500000,-640.500000,-640.500000,-640.500000,-447.300000
-799.000000,-799.000000,-799.000000,-799.000000,-799.000000,-799.000000
-472.900000,-745.200000,-745.200000,-745.200000,-745.200000,241.900000
497.200000,497.200000,497.600000,-659.800000,860.000000,661.000000
-780.500000,-780.500000,-780.500000,-780.500000,416.900000,-238.600000
-779.100000,-469.700000,-975.300000,-975.300000,-720.500000,-720.500000
976.800000,976.800000,976.800000,976.800000,976.800000,694.100000
-309.700000,-309.700000,474.300000,474.300000,135.300000,135.300000
-716.500000,-716.500000,-716.500000,-716.500000,-716.500000,-716.500000
605.200000,605.200000,-864.600000,-864.600000,192.600000,192.600000
-635.800000,744.000000,299.800000,299.800000,299.800000,299.800000
-343.300000,-343.300000,-343.300000,417.100000,254.700000,347.200000
538.100000,-360.500000,867.700000,987.000000,987.000000,-877.600000
50.600000,315.000000,315.000000,315.000000,315.000000,52.300000
-198.200000,-198.200000,-430.900000,-752.400000,-752.400000,-752.400000
664.600000,664.600000,-783.100000,-783.100000,-783.100000,590.900000
-953.600000,-925.400000,-959.300000,-844.300000,-844.300000,-844.300000
470.600000,470.600000,-27.400000,291.600000,291.600000,291.600000
596.400000,-824.400000,-824.400000,-824.400000,-824.400000,-824.400000
497.500000,497.500000,497.500000,-161.900000,-960.300000,-960.300000
29.800000,-82.300000,-82.300000,73.400000,979.400000,-929.400000
-781.300000,-781.300000,510.300000,510.300000,106.600000,106.600000
